Vmag_List,Correction
15.385,0.17379030012053764
15.4,0.17434066019148564
15.415,0.17489102026243353
15.43,0.17544138033338152
15.445,0.17599174040432952
15.46,0.17654210047527752
15.475,0.1770924605462254
15.49,0.1776428206171734
15.504999999999999,0.1781931806881213
15.52,0.17874354075906929
15.535,0.17929390083001728
15.55,0.17984426090096528
15.565,0.18039462097191317
15.58,0.18094498104286116
15.594999999999999,0.18149534111380905
15.61,0.18204570118475705
15.625,0.18259606125570504
15.64,0.18314642132665304
15.655,0.18369678139760093
15.67,0.18424714146854893
15.685,0.18479750153949692
15.7,0.1853478616104448
15.715,0.1858982216813928
15.73,0.1864485817523407
15.745000000000001,0.1869989418232887
15.76,0.1875493018942367
15.775,0.18809966196518457
15.79,0.18865002203613257
15.805,0.18920038210708046
15.82,0.18975074217802845
15.835,0.19030110224897645
15.85,0.19085146231992434
15.865,0.19140182239087233
15.879999999999999,0.19195218246182022
15.895,0.19250254253276822
15.91,0.19305290260371621
15.925,0.1936032626746642
15.94,0.1941536227456121
15.955,0.1947039828165601
15.969999999999999,0.19525434288750798
15.985,0.19580470295845598
16.0,0.19635506302940398
16.015,0.19690542310035197
16.03,0.19745578317129997
16.045,0.19800614324224797
16.06,0.19855650331319574
16.075,0.19910686338414374
16.09,0.19965722345509174
16.105,0.20020758352603973
16.12,0.20075794359698773
16.134999999999998,0.2013083036679355
16.15,0.2018586637388835
16.165,0.2024090238098315
16.18,0.2029593838807795
16.195,0.2035097439517275
16.21,0.20406010402267538
16.225,0.20461046409362338
16.24,0.20516082416457126
16.255,0.20571118423551926
16.27,0.20626154430646726
16.285,0.20681190437741515
16.3,0.20736226444836314
16.315,0.20791262451931114
16.33,0.20846298459025903
16.345,0.20901334466120702
16.36,0.2095637047321549
16.375,0.2101140648031029
16.39,0.2106644248740509
16.405,0.2112147849449989
16.42,0.2117651450159469
16.435,0.21231550508689467
16.45,0.21286586515784267
16.465,0.21341622522879067
16.48,0.21396658529973867
16.495,0.21451694537068666
16.509999999999998,0.21506730544163444
16.525,0.21561766551258243
16.54,0.21616802558353043
16.555,0.21671838565447843
16.57,0.21726874572542643
16.585,0.21781910579637442
16.6,0.2183694658673223
16.615,0.2189198259382702
16.63,0.2194701860092182
16.645,0.2200205460801662
16.66,0.2205709061511142
16.675,0.22112126622206207
16.69,0.22167162629301007
16.705,0.22222198636395796
16.72,0.22277234643490595
16.735,0.22332270650585395
16.75,0.22387306657680184
16.765,0.22442342664774984
16.78,0.22497378671869783
16.795,0.22552414678964583
16.81,0.22607450686059372
16.825,0.2266248669315416
16.84,0.2271752270024896
16.855,0.2277255870734376
16.87,0.2282759471443856
16.884999999999998,0.22882630721533348
16.9,0.22937666728628137
16.915,0.22992702735722936
16.93,0.23047738742817736
16.945,0.23102774749912536
16.96,0.23157810757007335
16.975,0.23212846764102135
16.99,0.23267882771196913
17.005,0.23322918778291712
17.02,0.23377954785386512
17.035,0.23432990792481312
17.05,0.23488026799576112
17.064999999999998,0.2354306280667089
17.08,0.2359809881376569
17.095,0.23653134820860489
17.11,0.23708170827955288
17.125,0.23763206835050088
17.14,0.23818242842144877
17.155,0.23873278849239676
17.17,0.23928314856334476
17.185,0.23983350863429265
17.2,0.24038386870524064
17.215,0.24093422877618853
17.23,0.24148458884713653
17.245,0.24203494891808452
17.259999999999998,0.2425853089890324
17.275,0.2431356690599804
17.29,0.2436860291309283
17.305,0.2442363892018763
17.32,0.2447867492728243
17.335,0.24533710934377229
17.35,0.24588746941472028
17.365000000000002,0.24643782948566828
17.38,0.24698818955661606
17.395,0.24753854962756405
17.41,0.24808890969851205
17.425,0.24863926976946005
17.439999999999998,0.24918962984040782
17.455,0.24973998991135582
17.47,0.2502903499823038
17.485,0.2508407100532518
17.5,0.2513910701241998
17.515,0.2519414301951478
17.53,0.2524917902660958
17.545,0.2530421503370437
17.56,0.2535925104079916
17.575,0.2541428704789396
17.59,0.2546932305498876
17.605,0.25524359062083557
17.62,0.25579395069178346
17.634999999999998,0.25634431076273134
17.65,0.25689467083367934
17.665,0.25744503090462734
17.68,0.25799539097557533
17.695,0.2585457510465232
17.71,0.2590961111174712
17.725,0.2596464711884192
17.740000000000002,0.2601968312593672
17.755,0.2607471913303151
17.77,0.261297551401263
17.785,0.261847911472211
17.8,0.262398271543159
17.814999999999998,0.26294863161410686
17.83,0.26349899168505486
17.845,0.26404935175600275
17.86,0.26459971182695075
17.875,0.26515007189789874
17.89,0.26570043196884674
17.905,0.26625079203979474
17.92,0.26680115211074273
17.935,0.2673515121816905
17.95,0.2679018722526385
17.965,0.2684522323235865
17.98,0.2690025923945345
17.995,0.2695529524654825
18.009999999999998,0.2701033125364303
18.025,0.27065367260737827
18.04,0.27120403267832627
18.055,0.27175439274927427
18.07,0.27230475282022226
18.085,0.27285511289117015
18.1,0.27340547296211815
18.115000000000002,0.27395583303306614
18.13,0.27450619310401403
18.145,0.275056553174962
18.16,0.2756069132459099
18.175,0.2761572733168579
18.189999999999998,0.2767076333878058
18.205,0.2772579934587538
18.22,0.2778083535297018
18.235,0.2783587136006497
18.25,0.2789090736715977
18.265,0.27945943374254567
18.28,0.28000979381349367
18.295,0.28056015388444167
18.31,0.28111051395538944
18.325,0.28166087402633744
18.34,0.28221123409728543
18.355,0.28276159416823343
18.37,0.28331195423918143
18.384999999999998,0.2838623143101292
18.4,0.2844126743810772
18.415,0.2849630344520252
18.43,0.2855133945229732
18.445,0.2860637545939212
18.46,0.2866141146648692
18.475,0.2871644747358171
18.490000000000002,0.2877148348067651
18.505,0.28826519487771296
18.52,0.28881555494866096
18.535,0.28936591501960895
18.55,0.28991627509055684
18.564999999999998,0.2904666351615047
18.58,0.2910169952324527
18.595,0.2915673553034007
18.61,0.2921177153743487
18.625,0.2926680754452966
18.64,0.2932184355162446
18.655,0.2937687955871926
18.67,0.2943191556581406
18.685,0.2948695157290885
18.7,0.29541987580003637
18.715,0.29597023587098437
18.73,0.29652059594193236
18.745,0.29707095601288036
18.759999999999998,0.29762131608382825
18.775,0.29817167615477613
18.79,0.29872203622572413
18.805,0.2992723962966721
18.82,0.2998227563676201
18.835,0.3003731164385681
18.85,0.3009234765095161
18.865000000000002,0.3014738365804641
18.88,0.3020241966514119
18.895,0.3025745567223599
18.91,0.3031249167933079
18.925,0.3036752768642559
18.939999999999998,0.30422563693520366
18.955,0.30477599700615166
18.97,0.30532635707709965
18.985,0.30587671714804765
19.0,0.30642707721899565
