Correction,Kmag_List
-0.382843373494,14.1269076305
-0.385236144578,14.1402008032
-0.387628915663,14.1534939759
-0.390021686747,14.1667871486
-0.392414457831,14.1800803213
-0.394807228916,14.193373494
-0.3972,14.2066666667
-0.399592771084,14.2199598394
-0.401985542169,14.233253012
-0.404378313253,14.2465461847
-0.406771084337,14.2598393574
-0.409163855422,14.2731325301
-0.411556626506,14.2864257028
-0.41394939759,14.2997188755
-0.416342168675,14.3130120482
-0.418734939759,14.3263052209
-0.421127710843,14.3395983936
-0.423520481928,14.3528915663
-0.425913253012,14.366184739
-0.428306024096,14.3794779116
-0.430698795181,14.3927710843
-0.433091566265,14.406064257
-0.435484337349,14.4193574297
-0.437877108434,14.4326506024
-0.440269879518,14.4459437751
-0.442662650602,14.4592369478
-0.445055421687,14.4725301205
-0.447448192771,14.4858232932
-0.449840963855,14.4991164659
-0.45223373494,14.5124096386
-0.454626506024,14.5257028112
-0.457019277108,14.5389959839
-0.459412048193,14.5522891566
-0.461804819277,14.5655823293
-0.464197590361,14.578875502
-0.466590361446,14.5921686747
-0.46898313253,14.6054618474
-0.471375903614,14.6187550201
-0.473768674699,14.6320481928
-0.476161445783,14.6453413655
-0.478554216867,14.6586345382
-0.480946987952,14.6719277108
-0.483339759036,14.6852208835
-0.48573253012,14.6985140562
-0.488125301205,14.7118072289
-0.490518072289,14.7251004016
-0.492910843373,14.7383935743
-0.495303614458,14.751686747
-0.497696385542,14.7649799197
-0.500089156627,14.7782730924
-0.502481927711,14.7915662651
-0.504874698795,14.8048594378
-0.50726746988,14.8181526104
-0.509660240964,14.8314457831
-0.512053012048,14.8447389558
-0.514445783133,14.8580321285
-0.516838554217,14.8713253012
-0.519231325301,14.8846184739
-0.521624096386,14.8979116466
-0.52401686747,14.9112048193
-0.526409638554,14.924497992
-0.528802409639,14.9377911647
-0.531195180723,14.9510843373
-0.533587951807,14.96437751
-0.535980722892,14.9776706827
-0.538373493976,14.9909638554
-0.54076626506,15.0042570281
-0.543159036145,15.0175502008
-0.545551807229,15.0308433735
-0.547944578313,15.0441365462
-0.550337349398,15.0574297189
-0.552730120482,15.0707228916
-0.555122891566,15.0840160643
-0.557515662651,15.0973092369
-0.559908433735,15.1106024096
-0.562301204819,15.1238955823
-0.564693975904,15.137188755
-0.567086746988,15.1504819277
-0.569479518072,15.1637751004
-0.571872289157,15.1770682731
-0.574265060241,15.1903614458
-0.576657831325,15.2036546185
-0.57905060241,15.2169477912
-0.581443373494,15.2302409639
-0.583836144578,15.2435341365
-0.586228915663,15.2568273092
-0.588621686747,15.2701204819
-0.591014457831,15.2834136546
-0.593407228916,15.2967068273
-0.5958,15.31
